name,location,founded_date,category,description,main_url,twitter_url,angellist_url,crunchbase_url,business_model,target_client,all_tags
LegalFacil,"Buenos Aires, Brazil",2013,Document Automation,"DYI books, contracts and materials",legalfacil.com,,,,,,
LegalInc Corporate Services,"Dallas, TX, USA",2015,Document Automation,"We are looking to disrupt the Legal Services industry by offer technology driven tools directly to small businesses, accountants and lawyers - focused on starting and running a business. Transaction and recurring revenue model.",legalinc.com,,,,,,
LEGALIX,"Mexico City, Mexico",2014,Document Automation,"Legalix develops computing tools to create, manage and follow-up on legal documents and processes within companies, as well as to render accesible online legal services to small and medium sized companies.",legalix.com,,,,,,
LegalReach,"San Francisco, CA, USA",2012,Marketplace,"A professional, private network designed for attorneys.",http://www.legalreach.com,https://twitter.com/legalreach,https://angel.co/legalreach,http://www.crunchbase.com/organization/legalreach,Legal Service Using Tech,Service Providers,"web, find-a-lawyer, social network, referral"
Legalshine,Dublin,2014,Analytics,Corporate legal fees are a black hole. Legalshine is a tool for large organisations to control their legal costs through data analytics.,http://www.legalshinehq.com/,,,,,,
LegalSifter,Pittsburgh,2013,Analytics,Automated legal document analysis,http://www.legalsifter.com,https://twitter.com/LegalSifter,https://angel.co/legalsifter,n/a,Legal Tech,Service Providers,"documents, analytics, data mining"
Legalswipe,"Toronto, ON, Canada",2015,Legal Education,Legal education app for criminal law,http://www.legalswipe.com/,https://twitter.com/legalswipe,https://angel.co/legalswipe,,Legal Tech,Individuals,"LIZ, App, Legal Rights, Police, Individuals, Criminal"
LegalTap - On Demand Legal,"Los Angeles, CA, USA",2015,Marketplace,"LegalTap connects the Public with Lawyers for quick 15 minute consultations, anytime - anyplace. For $39 you can connect with a lawyer in every field of Practice.",legaltap.co,,,,,,
LegalTrek,"Sofia, Bulgaria",1900,Practice Management,Looking for a way to better organize your law firm‰Ûªs workflow and impress clients with delivery of your service? LegalTrek,legaltrek.com,,,,,,
LegalZoom.com,"Los Angeles, CA, USA",2011,Document Automation,"LegalZoom is the nation's leading provider of personalized, online legal solutions for small business owners and families.",LegalZoom.com,,,,,,
Legify,,1900,Marketplace,,www.legify.com,,,http://www.crunchbase.com/organization/lawful-ly,,,
LegÌ_timo,"New York, NY, USA",2013,Document Automation - Mobile,"Make personalized contracts on your phone in under 1 minute, in English or Spanish. Legitimo is specifically designed to legally protect people that live in primarily cash-based or Hispanic communities (over 60mm in America), because they are most likely to form informal verbal agreements, which are susceptible to scam or fraud.",http://legitimoapp.com/,,,,,,
Legåtimo,"New York, NY, USA",2013,Document Automation - Mobile,Automated contracts in Spanish,http://legitimoapp.com/,https://twitter.com/legitimoapp,https://angel.co/legitimo,http://www.crunchbase.com/organization/legitimo,Legal Tech,Companies,"documents, contracts, mobile, app, spanish"
Lemontech - Thetimebilling,"Santiago, Chile",2013,Practice Management,"It is a Web-based Time tracking, Billing, expense tracking and reporting software, that enables law firms and consulting firms to focus in their business and no in administration process.",http://www.thetimebilling.com/,,,,,,
Lex Machina,"Palo Alto, CA, USA",2009,Analytics,Legal Analytics for Winning IP Strategy,http://www.lexmachina.com,https://twitter.com/lexmachina,https://angel.co/lex-machina,http://www.crunchbase.com/organization/lex-machina,Legal Tech,Service Providers,"intellectual property, analytics, data mining"
Lexdir,"Barcelona, Spain",2013,Marketplace,"Lexdir (www.lexdir.com), a spinout of vLex Group (www.vlex.com), is the pan-hispanic site of legal answers for consumers and businesses",lexdir.com,,,,,,
Lexicata,"Los Angeles, CA, USA",1900,Practice Management,Lexicata helps law firms manage their sales cycle and intake new clients with ease.,lexicata.com,,,,,,
Lexiqual,"San Francisco, CA, USA",2013,Document Automation,The future of legal writing,http://lexiqual.com,https://twitter.com/Lexiqual,https://angel.co/lexiqual,n/a,Legal Tech,Service Providers,"documents, collaboration, writing"
Lexoo,"London, UK",2014,Marketplace,"If you are looking for a UK lawyer for your business, you can use Lexoo to get multiple quotes from specialised lawyers, all hand-picked by us. We do the vetting for you so you will only receive quotes from lawyers that are right for your job.",lexoo.co.uk,,,,,,
Lexoo Ltd,,1900,No Category Assigned,"Lexoo Ltd is a United Kingdom-based company engaged in providing lawyers for the businesses. The Company offers services in legal services market in the United Kingdom. The Company's clients get multiple quotes from the lawyers selected by the Company. The Company offers secure sockets layer (SSL) security protection to the clients. Lexoo is designed to enable users to submit to it details of matters in respect of which they require legal advice and assistance (Requests for Quotes) and receive responses from legal advisors with an indication of the fees chargeable by them for their provision of that advice and assistance and any conditions applicable to those fees (Quotes). The Company offers legal services in dispute resolution and litigation, commercial and corporate law, and information technology (IT), among others.",https://www.lexoo.co.uk/,,,,,,
LexSpring,New Jersey,2014,Document Automation,Internet Law Advisor,http://lexspring.com/,https://twitter.com/lex_spring/,n/a,n/a,Legal Service Using Tech,Service Providers,"documents, web"
Lexstart,Mexico,1900,Marketplace,A team that helps and enables Mexican startups to reach high-quality legal services and counsel without charging any fees.,lexstart.com,,,,,,
Lexvisors,"Berlin, Germany",2014,Document Automation,"Customized Legal Documents. A catalogue of legal documents and contracts that can be personalised by users. Sign on ‰ÛÒline, edit, download, print and share as many times you need.",lexvisors.com,,,,,,
Lig Technologies Ltd,Jerusalem,2013,Marketplace,Lig offers a platform by which claimants and lawyers are connected through a simple intuitive application.,lig-it.com,,,,,,
Linte,"SÌ£o Paulo, Brazil",2014,Practice Management,Linte cuts the red tape in the Brazilian Legal Industry It's a cloud-based software that helps companies lowering expenses in litigation management,linte.co,,,,,,
Litigator Technology,"Chattanooga, TN, USA",2012,Practice Management,"Litigator Technology provides mobile and web app solutions for litigators and trial teams. JuryStarå¨ for iPad is our complete jury selection app, and we offer accessible Web Jury Consulting services from professionals at DecisionQuest--the nation's leading trial consulting firm. In addition, the company is a Legal App Developer dedicated to app solutions that improve the work flow of busy legal professionals.",http://litigatortechnology.com/,,,,,,
LiveOffice LLC,,1998,Practice Management,"LiveOffice LLC is a United States-based company, which provides cloud-based message archiving, anti-spam/anti-virus, compliance solutions and eDiscovery solutions for businesses. The Company also offers a solution for the handling of email and instant messages with management options, including encryption, traffic management and business continuity protection. It offers cloud-based archiving solution for regulatory compliance, e-discovery, mailbox management, business intelligence, disaster recovery, knowledge management, and continuity needs; e-discovery solution, which enables to locate, save, and search electronic data for using it as evidence in a civil or criminal legal cases.",http://www.liveoffice.com,,,https://www.crunchbase.com/organization/liveoffice,,,
Logickull,"San Francisco, CA, USA",2009,Practice Management - Discovery,A better way to manage investigations & discovery.,http://logikcull.com/,https://twitter.com/logikcull,n/a,n/a,Legal Tech,Service Providers,discovery
Logikcull,"Washington, DC, USA",2013,Document Automation,"Logikcull gives legal professionals, like attorneys and paralegals, an easy to use and powerful document discovery platform they can access from anywhere. What used to take days or weeks to do, legal professionals can now do in minutes. It's easy. Upload your documents (email, office files, etc.) and Logikcull processes and organizes it all into easy-to-find categories.",logikcull.com,,,,,,
Loudr,"San Francisco, CA, USA",2013,No Category Assigned,"Loudr builds products and services that make it easy for content creators, aggregators and digital music services to identify, track and pay music publishers. Powered by technology that parses song ownership information and matches sound recordings to composition rights holders, Loudr makes it easy to secure mechanical right clearance for song usage at scale.",loudr.fm,,,,,,
LucanDOCS,"Atlanta, GA, USA",2012,Document Automation,LucanDOCS is an electronic document management system that was designed from the ground up to make life better for anyone who works with stacks of paper documents in stacks of file folders.,lucandocs.com,,,,,,
Lucolo,"Boston, MA, USA",2014,No Category Assigned,Lucolo is an ultra-secure message exchange service that believes in one simple mission: there needs to be a better alternative to email for professional/enterprise communication that isn't chat-based.,lucolo.com,,,,,,
Lynx Workflow,,1900,Practice Management - Litigation,,www.lynxworkflow.com,,,http://www.crunchbase.com/organization/simplelegal,,,
Manzama,"Bend, OR, USA",1900,No Category Assigned,,manzama.com,,,,,,
MapYourProperty,"Toronto, ON, Canada",2015,Document Automation,Mapping land use/zoning information in the GTA,http://www.mapyourproperty.com/,https://twitter.com/mapyourproperty,,,Legal Tech,Companies,"LIZ, Due Dilligence, Land Development, Real Property"
Mark43,,2012,No Category Assigned,"Mark43 develops law enforcement software that allows police to collect, manage, analyze and share information.",http://mark43.com,,,https://www.crunchbase.com/organization/mark43,,,
matterBase,"New York, NY, USA",2013,Practice Management,Fully customizable Knowledge Management System which allows access to your data in a searchable format and enables automated reporting for business intelligence. We turn information into knowledge.,http://www.matterbase.com/,,,http://www.crunchbase.com/organization/sky-analytics,,,
MBLOK,Kitchener,2014,No Category Assigned,MBLOK integrates seamlessly with all mobile devices using trade secret technology.,mblok.ca,,,,,,
metricson,"Barcelona, Spain",2014,Analytics,,metricson.com,,,,,,
MiAbogado,"Lima, Peru",2014,Marketplace,"MiAbogado wants to make getting legal work done quick and easy for small companies, families and individuals in Latin America.",miabogado.pe,,,,,,
Mimecast,"London, UK",2011,No Category Assigned,We take the pain out of handling your organization‰Ûªs most important data: the information that passes through your email systems.,mimecast.com,,,,,,
MisAbogados.com,"Santiago, Chile",2014,Marketplace,MisAbogados.com is the place to start whenever someone needs a lawyer,http://www.misabogados.com/,,,,,,
Modria,"San Jose, CA, USA",2011,Online Dispute Resolution,The Fairness Engine for the Internet,www.modria.com,https://twitter.com/Modria,https://angel.co/modria,http://www.crunchbase.com/organization/modria,Legal Service Using Tech,Individuals,odr
Modus,,1900,Practice Management - Discovery,,disvovermodus.com,,,http://www.crunchbase.com/organization/viewabill,,,
ModusP,"Palo Alto, CA, USA",2014,Legal Research,We founded ModusP for the sole purpose of providing legal professionals with the best and most efficient research experience possible.,modusp.com,,,,,,
Mootus,"Boston, MA, USA",2012,Legal Research - Crowdsourcing,"Open, Online Legal Argument",http://www.mootus.com/,https://twitter.com/Mootus,n/a,n/a,Legal Service Using Tech,Service Providers,"research, crowd-sourcing"
My Exit Strategy,"Cambridge, MA",2014,Document Automation,My Exit Strategy‰Û (myexitstrategy.co) is an interactive online will that leverages internet technology and human-centered design to make end-of-life planning simpler and more intuitive,http://myexitstrategy.co/,,,,,,
MyCase,"San Diego, CA, USA",2009,Practice Management,Practice management and client communication for the modern law firm.Ìø_,http://www.mycase.com/,https://twitter.com/@MyCaseInc,https://angel.co/mycase,n/a,Legal Tech,Service Providers,practice management
MyCourthouse,"San Francisco, CA, USA",1900,No Category Assigned,We are building a platform that leverages network effects to help thousands of young professionals manage their daily lives.,http://www.mycourthouse.com/,,,,,,
MyLawBid,"Toronto, ON, Canada",2015,Marketplace,Discover lawyers to hire,http://www.mylawbid.com/,,,,Legal Tech,Individuals,"Lawyer Matching, Marketplace, Find-a-lawyer"
"MyLegalCoverage, Inc. (MLC)","Philadelphia, PA, USA",2015,Marketplace,"MyLegalCoverage Inc., is a recruitment marketplace for law firms, corporations, state and federal government agencies seeking to contract or hire attorneys and law school students for immediate coverage jobs, short term or long term contract jobs and direct hire positions.",http://www.mylegalcoverage.com/,,,,,,
myRight,"Los Angeles, CA, USA",2012,Marketplace,"myRight's mission is to help people learn their rights by simplifying the law and making the experience interactive. We give people a free, WebMD-like legal consultation without ever having to pick up the phone or step foot in a lawyer's office. Our interactive guides have built in logic that asks people simple questions about their life and shows them only relevant legal information in plain English.",myright.me,,,,,,
NetLex,"Rome, Italy",2013,No Category Assigned,"NetLex is a cloud-based Legal Practice Management Software, SaaS for the legal profession. Currently developing and serving the Italian market, with approximately 270,000 lawyers and 160,000 legal operators. NetLex is currently the only 100% cloud-based software on the market.",netlexweb.com,,,,,,
"New Media Legal Publishing, Inc.","Los Angeles, CA, USA",2014,Legal Education,"These programs are used by attorneys to help prepare their clients to testify in depositions. We also have a growing library of high-quality, innovative and serialized training programs distributed through West LegalEdcenter, the leading on-line minimum continuing legal education (‰ÛÏMCLE‰Û) platform for attorneys, and for which we charge users a premium price.",http://www.newmedialegal.com/,,,,,,
NextChapter,"Colombus, OH, USA",2013,Document Automation,Online Bankruptcy Software for Attorneys,http://nextchapterbk.com,https://twitter.com/NextChapterBK,https://angel.co/nextchapter,http://www.crunchbase.com/organization/nextchapter,Legal Service Using Tech,Service Providers,bankruptcy
NOTARY 4 ROTARY,Irving,2015,No Category Assigned,,http://%20www.notary4rotary.com/,,,,,,
Nventi,"Berkeley, CA, USA",2014,Analytics,Nventi is a legal technology startup that is leveraging cognitive and semantic research to analyze patent information for business and legal professionals.,nventi.com,,,,,,
Nymity,"Toronto, ON, Canada",2015,Legal Research,Privacy law compliance and legal information,https://www.nymity.com/,,https://angel.co/nymity,,Legal Tech,Companies,"Privacy, Compliance, Research, Case Management, Document management"
Office Network Online,"Miami, FL, USA",2014,Practice Management,"For Attorneys, Doctors, and other Professional Firms, Office Network Online's Cloud Platform is a service that encapsulates the entire firm in the cloud",http://www.officenetworkonline.com/,,,,,,
OKstartLAB,"New York, NY, USA",2013,No Category Assigned,,http://www.okstartlab.com/,,,,,,
Ontario Small Claims Wizard,"Toronto, ON, Canada",2015,Document Automation,Assists with filing Ontario Small Claims Court actions,http://smallclaimswizard.com/,,,,Legal Tech,Individuals,"LegalX, MaRS, LIZ, Small Claims Court, Access to Justice, A2J, Forms, Document Management"
Openlegal,"Chicago, IL, USA",2015,Marketplace,"A service of Pasky Gruber Scatchell LLC, Openlegal is our innovative flat-fee service for startups & entrepreneurs -- offering predictability and flexibility for high-growth companies.",openlegal.co,,,,,,
Otonomos,Singapore,1900,Document Automation,"Otonomos is engineering the world's first blockchain-chartered company, in which you hold your shares in the same way as owning bitcoins in a digital wallet.",otonomos.com,,,,,,
PacerPro,"San Francisco, CA, USA",2011,Legal Research - Docket retrieval,Case research made easy,https://www.pacerpro.com/,https://twitter.com/PacerPro,n/a,http://www.crunchbase.com/organization/pacerpro,Legal Service Using Tech,Service Providers,research
Pactanda,"Santiago, Chile",2013,No Category Assigned,"Business Summary: PACTANDA helps merchants get to confidential, collaborative solutions with online customers. Problem solving has never been this fun!",pactanda.com,,,,,,
PactSafe,Indianapolis,2013,Document Automation,Manage your website legal agreementsÌø_,https://pactsafe.com/,https://twitter.com/PactSafe,n/a,n/a,Legal Tech,Companies,"management, automation, document generation, terms of service, docuemnts, website terms of service"
Pantentory,,1900,Document Automation,,,,,http://www.crunchbase.com/organization/checkr,,,
PasteLaw,Pittsburgh,2013,Document Automation,PasteLaw uses Blind Commenting‰ã¢ so you get feedback without anyone seeing your document.,pastelaw.com,,,,,,
Patexia Inc.,"Santa Monica, CA, USA",2014,No Category Assigned,Patexia.Contest - A crowdsourcing platform for solving corporate IP problems,patexia.com,,,,,,
PayMyTrustee,,1900,Document Automation,,http://www.paymytrustee.com/,,,,,,
Pbworks,,2005,Document Automation,"Pbworks is a United States-based company, which provides a range of collaboration products. The Company's Products, such as Agency Hub, Legal Hub, and Project Hub serve markets, such as advertising and marketing agencies, law firms, and education, as well as the broader business market. Customer's uses PBworks each month for partner/client collaboration, new business development, project management, social Intranets, and knowledge management. Agency Hub is powered by PBworks. It delivers results for agencies ranging in size from single-office boutiques to global networks and in focus from public relations (PR) to social. New Business Hub streamlines the stages of new business development. Legal Hub automates notifications keep everyone up to date; assigns and tracks deliverables with tasks linked to content; stores, discusses, searches and shares text, files and documents, and brings together customers, partners and vendors.",http://www.pbworks.com,,,https://www.crunchbase.com/organization/pbworks,,,
Peppercorn,Europe,2012,Document Automation - Web,Make contracts in many languages,http://www.peppercorn.it/en,https://twitter.com/pppcrn,https://angel.co/peppercorn-1,http://www.crunchbase.com/organization/automating-law,Legal Tech,Companies,"documents, contracts, languages"
phraseup*,Israel,2011,Document Automation,"Using a patent pending algorithm, phraseup* assists you with writing, by suggesting possible combinations to fill-in the words you can't remember.",phraseup.com,,,,,,
Picture It Settledå¨,"San Antonio, TX, USA",2014,No Category Assigned,Picture It Settledå¨ is Moneyball for negotiation.,http://www.pictureitsettled.com/,,,,,,
PitchCast,"New York, NY, USA",2015,No Category Assigned,PitchCast‰ã¢ is an multimedia pitch platform designed for established and emerging companies seeking to raise capital with professionally produced and distributed investor pitch materials.,pitchcast.co,,,,,,
plainlegal,"New York, NY, USA",2013,Practice Management,We make small law practices more productive and profitable.,http://www.plainlegal.com,https://twitter.com/plainlegal,https://angel.co/plainlegal,http://www.crunchbase.com/organization/plainlegal,Legal Tech,Service Providers,"practice management, small firm"
PlainSite,"Palo Alto, CA, USA",2012,Legal Research,PlainSite is a hybrid government transparency project and legal research tool. We've imported almost a million federal court cases and thousands of political contributions and linked them to several hundred thousand legal entities such as companies and non-profits.,plainsite.org,,,http://www.crunchbase.com/organization/supportpay,,,
Planned Departure,"London, UK",2013,Document Automation,Planned Departure is an electronic vault and aims to solve the problem of digital inheritance and digital afterlife,https://www.planneddeparture.com/,,,,,,
Plum Law Jobs,"New York, NY, USA",2014,Marketplace,"Plum Law Jobs enables qualified candidates to highlight their skill sets by legal practice area, professional services specialty and previous law firm experience.",http://www.plumlawjobs.com/,,,,,,
Pramata,,1900,Analytics - Contracts,,www.pramata.com,,,http://www.crunchbase.com/organization/wevorce,,,
Precisely,Stockholm,2014,Document Automation,"Precisely is an online platform for handling legal contracts, reducing the contract creation time with up to 80% and allows automated monitoring and analysis of signed contracts.",precisely.se,,,,,,
Priori Legal,"New York, NY, USA",2012,Marketplace,The fastest way to find the best lawyer. Period.,https://www.priorilegal.com/,https://twitter.com/PrioriLegal,https://angel.co/priori-legal,http://www.crunchbase.com/organization/priori-legal,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
PSS Systems,"Mountain View, CA, USA",1900,No Category Assigned,,pss-systems.com,,,,,,
Purediscovery Corp,,2003,Document Automation,PureDiscovery Corporation is a United States-based company. The Company is engaged in making software products. It is the creator of the BrainSpace semantic platform and the PureDiscovery LegalSuite offering. PureDiscovery BrainSpace is a semantic technology capable of transforming hundreds of millions of unstructured documents into a working semantic intelligence connecting people and knowledge. PureDiscovery Brainspace is a post-search software platform for semantically connecting the enterprise. PureDiscovery LegalSuite is a center of the ediscovery workflow.,http://www.brainspace.com/,,,https://www.crunchbase.com/organization/brainscape,,,
Push Legal,,1900,Legal Research,,pushlegal.com,,,http://www.crunchbase.com/organization/lexspot,,,
PUSHTOSTART,,2014,Marketplace,"PUSHTOSTART is a disruptive new way for startups to hire lawyers. No hourly rates or unpredictable bills. Pricing that's fair, predictable, and better.",pushtostart.it,,,,,,
qodeo,"London, UK",2012,No Category Assigned,"qodeo's mission is to save significant transaction costs and time for, and connect, the global venture community",qodeo.com,,,,,,
Quegal.com ~ A question of legal å¨,"London, UK",1900,Marketplace,,quegal.com,,,,,,
Quicklegal,Sacramento,2014,No Category Assigned,"Quicklegal is a new app that allows users to instantly video chat, audio call or private message an attorney anywhere in the nation.",Quicklegal.com,,,,,,
Quicklysign,"Cape Town, South Africa",2015,Document Automation,"Quicklysign allows businesses to give their staff and customers the freedom to sign documents anytime, anywhere on any device.",quicklysign.com,,,,,,
Quimbee,"New York, NY, USA",2007,Legal Education,A better way to learn the law.,https://www.quimbee.com/,https://twitter.com/quimbeedotcom,https://angel.co/quimbee,n/a,Legal Service Using Tech,Individuals,legal education
Quolaw,"Buenos Aires, Brazil",2012,Practice Management,"Quolaw is an intuitive, easy-to-use, web-based software as a service that offer a law practice management software tool to help lawyers efficiently manage their legal practice anywhere, anytime.",quolaw.com,,,,,,
RainmakerVT,"Las Vegas, NV, USA",2011,Legal Education,RainmakerVT is the first just-in-time online rainmaking training for lawyers.,http://www.rainmakervt.com/,,,,,,
rangefindr,"Toronto, ON, Canada",2015,Legal Research,Researching criminal sentencing ranges,https://www.rangefindr.ca,,,,Legal Tech,Companies,"Criminal, Sentencing"
Ratchet Technology,"Newark, CA, USA",2013,No Category Assigned,"Law Ratchet scours the Internet for the best legal news and intelligence, delivered to your mobile device. Stay on top of legal stories and developments with Law Ratchet.",lawratchet.com,,,,,,
Ravel Law,"San Francisco, CA, USA",2012,Legal Research - Big Data,Unravel the law,http://www.ravellaw.com,https://twitter.com/ravellaw,https://angel.co/ravel-1,http://www.crunchbase.com/organization/ravel,Legal Service Using Tech,Service Providers,research
RealPractice,"Santa Ana, CA, USA",1900,Practice Management,,http://www.realpractice.com/,,,,,,
RecordLogix,"Redwood City, CA, USA",2012,No Category Assigned,RecordLogix B-Corp is a Benefit Corporation with our mission to deliver a 'Plan B' that puts people and planet alongside profit through the public benefit of utilizing Silicon Valley cloud computing solutions for the greater good.,recordlogix.com,,,,,,
Reorg Research,"New York, NY, USA",2014,Practice Management,"Reorg Research built a revolutionary technology that is taking away the pain and wasted time spent tracking and following legal dockets for hedge funds, investment banks, asset managers and law firms.",reorg-research.com,,,,,,
Restructuring Concepts,"Los Gatos, CA, USA",2012,Analytics,Our company has developed unique capabilities in unlocking the wealth of valuable information from the court filing system.,https://www.chapter11dockets.com/,,,,,,
ResumÌ© Launchpad,"New York, NY, USA",2012,No Category Assigned,"ResumÌ© Launchpad makes applying to law firm jobs easy. Rather than emailing hundreds of laws firms one at a time, ResumÌ© Launchpad lets you apply to them all at once.",http://www.resumelaunchpad.com/,,,,,,
RETiDoc,"Sofia, Bulgaria",2013,Document Automation,Reads and extracts all personal documents,retidoc.com,,,,,,
Rghtly,"New York, NY, USA",2014,No Category Assigned,Mobile application on the Android platform for on-the-spot answers to business and consumer issues.,rghtly.com,,,,,,
RightsFlow,"New York, NY, USA",1900,No Category Assigned,,rightsflow.com,,,,,,
RION Corp.,"Aurora, IL, USA",2014,Practice Management,"RION stands for Real-time Intake Optimization for New-business, and it is based on a need that was seen by our President for a streamlined model to be developed for use by law firms around the world.",rioncorp.com,,,,,,
"RiverGlass, Inc.","Champaign, IL, USA",2003,Analytics,"RiverGlass, Inc. provides information collection and analysis solutions. The Company delivers information collection, data management and analysis software solutions to a list of fortune 1000 companies, to government agencies and commands in defense, intelligence and law enforcement as well as ediscovery and risk management applications to corporations and law firms. The Company's products include riverglass solutions for ediscovery; riverglass solutions for fusion centers; and it also offers custom solutions such as intelligent web monitor for monitoring meaningful internet information; intelligent enterprise search for monitoring meaningful unstructured internal data; and intelligent data connections for identifying and visualizing connections between entities.",http://www.riverglassinc.com,,,https://www.crunchbase.com/organization/riverglass-inc,,,
Rnovo,"Santiago, Chile",2014,Document Automation,"Register your trademark in an easy, comprehensible and secure way, at an unbeatable price. We guide you through the process in a friendly and intuitive manner, so you can forget about concerns and uncertainties. We bring you the best monitoring service during the application process.",rnovo.cl,,,,,,
RocketLawyer,"San Francisco, CA, USA",2008,Document Automation,Everything you need to make it legal.,https://www.rocketlawyer.com/,https://twitter.com/rocketlawyer,https://angel.co/rocketlawyer,http://www.crunchbase.com/organization/rocketlawyer,Legal Service Using Tech,Individuals,"documents, wills, estates, forms"
RocketMatter,"Boca Raton, FL, USA",2007,Practice Management,Legal productivity software.,https://www.rocketmatter.com/,https://twitter.com/rocketmatter,https://angel.co/rocket-matter-llc,http://www.crunchbase.com/organization/rocket-matter,Legal Tech,Service Providers,"practice management, productivity"
Rpost,"Los Angeles, CA, USA",1900,No Category Assigned,"RPost has set the global standard for email proof, privacy, and electronic signatures offered as Registered Emailå¨ services ‰ÛÓ an all-inclusive platform for proof of email delivery, content and official time, proof of privacy compliance with end-to-end email encryption, and electronic signatures designed to speed contract sign-off in Outlook, IBM Lotus Notes, BlackBerry, iPad, iPhone, Android, GroupWise, VMware Zimbra, SAP, Salesforce.com, Box and other sender email programs.",rpost.com,,,,,,
RPX,"San Francisco, CA, USA",1900,No Category Assigned,,rpxcorp.com,,,,,,
RSVP Law,Studio City,2012,Marketplace,Free Help To Find and Connect With Attorneys,http://rsvplaw.com/,https://twitter.com/rsvplaw,n/a,http://www.crunchbase.com/organization/rsvp-law,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
Sanza,"San Francisco, CA, USA",2014,No Category Assigned,,sanza.co,,,,,,
SavvyDox Inc.,Ottawa,1900,No Category Assigned,SavvyDox goes beyond storage using the cloud - simplified business processes drive enterprise benefits to the next level.,savvydox.com,,,,,,
SecureSend,Pleasanton,2013,No Category Assigned,"Secure Send is the first choice for companies looking for an intuitive, efficient way to stay compliant by sending sensitive, confidential communications securely through the Internet. Help your company build trust - use Secure Send.",http://www.getsecuresend.com/,,,,,,
Shake,"New York, NY, USA",2012,Document Automation - Mobile,"Create, Sign, and Send legally binding agreements on your phone.",http://www.shakelaw.com,https://twitter.com/shakelaw,https://angel.co/shake-1,http://www.crunchbase.com/organization/shake,Legal Tech,Companies,"documents, contracts, signing, mobile, app"
Shoobx,"Boston, MA, USA",2014,Document Automation,Shoobx is a legal process engine built to simplify standard corporate workflows so entrepreneurs can focus on what they care about most: their company.,shoobx.com,,,,,,
Shortsaleopedia,"Phoenix, AZ, USA",2012,No Category Assigned,Short sales are a superior alternative to foreclosure for homeowners of distressed properties,http://shortsaleopedia.com/,,,,,,
SimpleCitizen,Orem,2015,Document Automation,SimpleCitizen is an online do-it-yourself tool for immigrants who need to file for a green card or other basic immigration documentation.,http://www.simplecitizen.org/,,,,,,
SimpleLegal,"San Francisco, CA, USA",2012,Analytics,Make sense of your legal bills,http://www.simplelegal.com,https://twitter.com/@simple_legal,https://angel.co/simplelegal,http://www.crunchbase.com/organization/simplelegal,Legal Service Using Tech,Companies,"billing, management"
Sky Analytics,"Boston, MA, USA",2009,Analytics,Better manage legal spend,http://www.skyanalytics.com/,https://twitter.com/lawspendclarity,https://angel.co/sky-analytics,http://www.crunchbase.com/organization/sky-analytics,Legal Service Using Tech,Companies,"billing, management"
Smokeball,"Chicago, IL, USA",2011,Practice Management,Software for small law firms.,http://www.smokeball.com/,https://twitter.com/SmokeballNews,n/a,n/a,Legal Tech,Service Providers,"practice management, small firm"
Snap Law,"Alpharetta, GA, USA",2013,Legal Education,Law School Made Awesome,https://snaplaw.co/,https://twitter.com/SnapLaw,n/a,n/a,Legal Service Using Tech,Service Providers,legal education
Snapterms,"Scottsdale, AZ, USA",2011,Document Automation,Terms of service as a service,http://snapterms.com,https://twitter.com/Snapterms,https://angel.co/snapterms,http://www.crunchbase.com/organization/snapterms,Legal Tech,Companies,"documents, automation, document generation, terms of service"
SourceHOV LLC,"Coppell, TX, USA",2007,Document Automation,"SourceHOV LLC is a United States-based company, which provides business process solutions, strategic consulting and data analytics services to a range of industries including healthcare, financial services, legal, government, publishing, manufacturing, retail and other commercial companies. The Company offers a suite of electronic document distribution, remittance processing, and data file download services that can be incorporated into marketing program mailings, insurance solutions, and other Transaction Processinges. Its integrated print and mail solutions also include database management, creating mailing lists that are functional and effective, and its clients can manage all aspects of their print and fulfillment online through its portal and simplified processes.",http://www.sourcehov.com/,,,https://www.crunchbase.com/organization/source-corp,,,
Speedy Counsel,"Baltimore, MD, USA",2014,Marketplace,"SpeedyCounsel is the fastest and most affordable way for start-ups, entrepreneurs and individuals to consult with an attorney.",http://www.speedycounsel.com/,,,,,,
Stampery,"Madrid, Spain",2015,Document Automation,,stampery.co,,,,,,
StartDireito,"Sao Paulo, Brazil",2013,Marketplace,"StartDireito is a legal project to provide assistance to startups, entrepreneurs and investors in Brazil. Expertise in transactional business matters, corporate law, M&A and securities law.",http://www.startdireito.com.br/,,,,,,
Startup Documents,"San Francisco, CA, USA",2014,Document Automation,Startup Documents is an online incorporation service and document generator for lawyers and high-growth technology startups.,http://www.startupdocuments.com/,,,,,,
Startup Quest,"Boulder, CO, USA",2012,Legal Education,"Startup Quest is a gamified (badges, rewards, etc) e-learning platform that provides customers with a sequential video library of entrepreneurial-to-entrepreneurial (e2e) advice as well as a document library of legal and financial templates.",http://www.startupquest.com/,,,,,,
Structured Market,"Las Vegas, NV, USA",2014,Marketplace,Structured Market is a one of a kind online marketplace where investors can purchase structured settlement payouts without the hassle of litigation or stringent regulations.,http://structuredmarket.com/,,,,,,
SubroFlash,Lubbock,2011,Legal Research,SubroFlash is a start up which offers web based subscription access to a comprehensive record of subrogation data claim information specifically designed to provide accurate subrogation collection data to all parties of a personal injury claim.,subroflash.com,,,,,,
